id,race,age,gender,hand,country,A_1,A_10,A_2,A_3,A_4,A_5,A_6,A_7,A_8,A_9,C_1,C_10,C_2,C_3,C_4,C_5,C_6,C_7,C_8,C_9,E_1,E_10,E_2,E_3,E_4,E_5,E_6,E_7,E_8,E_9,N_1,N_10,N_2,N_3,N_4,N_5,N_6,N_7,N_8,N_9,O_1,O_10,O_2,O_3,O_4,O_5,O_6,O_7,O_8,O_9
4232,3,40,1,1,US,2,3,2,4,1,5,2,5,1,1,3,3,4,3,3,2,3,3,3,3,1,2,3,2,5,2,4,1,4,1,3,3,3,2,4,4,4,2,2,3,3,2,2,4,2,4,3,4,3,4
4233,11,24,1,1,PH,2,4,4,2,4,2,4,2,4,4,4,4,1,4,1,4,2,4,2,5,3,3,2,5,3,3,4,2,3,5,2,2,4,2,3,2,2,2,2,2,3,4,3,4,1,3,1,4,1,4
4234,3,23,2,1,BR,4,3,4,1,4,4,5,4,4,3,2,4,2,5,3,5,3,3,2,5,2,5,3,3,3,3,4,3,5,1,4,2,3,5,3,2,4,5,4,4,5,2,1,4,2,3,3,3,5,4
4235,9,28,1,1,AU,5,5,5,1,2,4,4,3,4,4,3,1,4,3,2,2,5,4,2,2,5,2,2,5,3,5,4,2,1,5,4,1,5,3,5,3,2,2,1,3,3,4,4,4,1,4,2,4,1,3
4236,13,23,1,1,IN,2,5,5,1,5,2,3,2,4,3,2,4,2,5,2,5,2,4,1,5,3,2,2,4,4,4,2,4,3,4,4,1,4,4,5,2,1,1,1,1,4,4,2,4,2,4,2,4,4,5
4237,3,26,2,1,US,1,3,4,3,4,1,5,2,4,5,4,3,5,4,4,1,4,3,2,4,2,3,2,4,4,4,2,2,4,3,3,2,3,4,4,2,4,4,4,4,3,4,3,4,2,5,2,4,3,5
4238,3,33,1,2,US,4,3,4,3,3,2,2,2,3,4,4,4,3,4,1,3,2,4,2,4,3,2,1,4,2,5,1,5,3,4,3,2,2,3,3,5,2,4,4,3,4,5,1,5,1,4,1,5,4,4
4239,13,41,2,1,CA,2,3,2,2,4,5,3,4,1,5,2,5,3,3,4,2,2,4,2,4,3,5,4,2,3,2,4,2,3,2,4,5,2,5,1,4,4,5,5,5,4,5,4,3,3,4,2,4,2,5
4240,3,16,2,1,US,1,4,4,2,5,1,3,2,5,5,5,4,2,4,3,3,3,5,2,5,3,4,3,3,5,2,3,3,3,3,5,4,3,5,1,4,4,5,4,4,5,4,3,5,3,3,1,5,5,4
4241,3,20,1,1,US,2,3,4,2,4,2,4,2,4,4,5,4,2,4,2,3,2,5,2,4,1,5,5,1,5,1,5,1,5,1,4,4,1,4,1,3,4,3,4,4,3,3,1,3,2,4,3,4,4,4
4242,12,53,2,1,NG,1,5,5,1,5,1,1,1,1,5,1,5,5,1,5,1,5,5,1,1,5,1,1,5,5,5,1,5,1,5,5,3,1,5,3,5,1,1,1,1,3,5,5,5,5,1,1,5,1,1
4243,1,14,2,1,US,3,4,4,2,5,1,5,2,5,5,3,3,3,2,5,1,4,5,3,4,1,5,5,1,5,1,5,1,5,1,5,4,1,5,2,5,5,4,4,3,2,2,3,3,3,3,3,3,2,5
4244,3,19,2,2,CA,1,2,1,1,5,4,3,4,4,4,3,3,5,4,4,1,5,4,2,2,1,5,3,1,5,1,4,2,3,1,2,2,5,3,3,2,3,4,3,4,4,4,2,4,2,4,2,5,4,5
4245,3,13,3,2,US,2,3,4,2,4,2,3,2,3,3,3,4,3,3,4,2,3,4,2,3,1,4,4,2,4,1,4,1,4,1,5,3,2,4,2,3,4,4,3,5,4,1,3,4,2,1,2,3,3,3
4246,11,20,2,1,ID,5,4,5,5,1,1,1,1,5,3,3,2,4,3,5,4,4,5,1,4,3,1,1,5,1,4,1,3,1,5,4,1,4,5,3,5,5,5,5,5,5,5,2,5,1,4,1,4,3,4
4247,3,18,2,2,US,1,5,3,1,5,2,4,4,4,5,3,4,2,4,1,1,3,4,3,5,1,5,5,3,5,2,4,1,5,1,5,1,4,4,3,2,2,1,1,3,2,4,3,2,3,2,5,5,1,5
4248,3,63,2,2,US,1,5,5,1,5,1,5,1,4,5,5,4,3,4,2,4,1,4,1,5,3,1,2,5,2,5,1,5,4,2,1,2,4,3,4,1,1,2,1,1,5,5,2,5,2,4,1,5,4,5
4249,3,45,1,1,US,5,5,1,3,1,5,1,5,1,1,5,5,1,5,3,1,3,3,3,1,5,3,3,1,5,5,1,4,3,1,1,1,5,1,5,1,1,1,3,1,5,5,1,5,1,5,1,5,5,5
4250,5,14,1,1,ID,3,2,2,4,4,3,4,3,3,4,4,4,4,4,2,4,4,4,2,4,1,4,2,3,4,1,4,1,5,1,5,3,4,4,4,3,4,2,3,5,5,4,1,5,1,5,1,5,5,5
4251,3,27,2,1,AU,1,4,5,2,5,2,2,2,5,4,4,4,4,4,4,5,4,4,1,4,2,5,5,1,4,3,1,2,5,1,1,1,4,4,4,3,1,2,3,3,5,4,3,4,3,3,2,5,4,5
4252,3,36,1,1,US,2,2,2,4,5,2,4,2,4,4,1,3,3,4,4,1,2,3,3,2,1,5,4,1,5,2,4,1,5,1,5,2,1,4,3,4,4,4,4,5,4,4,3,4,2,4,2,3,4,4
4253,13,21,1,2,US,3,3,5,2,2,2,2,5,2,2,4,4,4,4,4,2,3,5,3,3,2,5,2,4,3,4,1,3,3,3,2,2,4,3,4,1,1,3,2,3,4,4,2,4,1,4,2,4,4,5
4254,3,16,1,1,US,2,3,4,3,4,2,4,2,4,4,4,2,4,2,3,2,4,2,2,2,2,2,3,4,3,3,2,4,4,4,1,2,5,1,4,3,2,2,2,2,4,4,1,4,1,4,1,4,4,4
4255,3,52,2,1,GB,1,5,5,1,5,1,5,1,5,5,4,3,4,5,3,3,3,3,2,4,3,2,1,5,3,4,1,4,2,3,5,3,3,5,3,3,4,2,3,2,4,4,2,4,3,4,1,5,4,4
4256,3,16,1,1,US,4,3,5,4,4,2,3,1,3,4,5,4,4,5,5,2,3,4,2,4,2,4,2,5,3,4,3,5,3,4,3,1,4,3,3,4,3,1,1,4,3,5,4,5,4,5,1,3,2,4
4257,3,40,2,1,US,2,3,2,1,5,2,4,2,4,4,5,5,1,5,2,5,1,5,2,5,1,5,5,2,5,1,5,1,5,1,4,2,2,5,4,5,4,4,4,4,5,4,1,5,1,4,1,5,4,5
4258,13,17,2,1,AU,5,4,5,3,5,1,5,1,5,5,3,4,1,5,1,1,1,5,3,5,5,5,1,5,1,5,1,3,2,5,5,5,5,5,3,5,5,4,5,5,4,5,4,3,1,5,1,4,5,5
4259,3,39,1,1,US,2,4,3,2,3,2,4,3,4,3,2,3,5,3,5,1,5,2,5,2,4,2,1,4,2,4,1,4,3,4,5,5,2,5,1,2,2,3,2,2,2,5,1,4,1,4,1,5,4,5
4260,13,24,1,1,IN,4,4,4,4,4,3,4,2,2,4,4,4,5,4,4,3,4,4,3,4,2,2,1,3,2,4,2,4,2,4,5,2,3,5,2,4,4,5,5,5,5,5,2,5,1,4,1,4,5,3
4261,9,17,1,1,US,2,4,5,3,5,2,4,2,3,4,4,4,3,5,4,2,4,5,4,3,2,3,5,4,4,3,2,1,3,3,3,2,4,5,2,4,2,4,4,2,4,4,2,5,2,5,1,5,4,5
4262,3,34,1,1,US,2,3,3,2,3,2,3,3,4,4,4,4,3,4,1,2,3,4,2,2,2,3,3,3,3,2,2,2,3,3,2,2,3,4,2,4,3,3,3,3,4,4,3,3,2,4,2,5,3,4
4263,3,29,1,1,US,3,2,3,3,3,4,3,4,2,2,4,4,3,4,3,2,2,4,2,2,2,4,4,2,4,2,3,1,4,2,4,5,2,4,1,3,2,3,2,2,4,5,2,5,1,4,1,4,4,5
4264,3,42,1,1,US,3,2,3,2,4,2,4,2,2,3,4,5,2,5,1,2,3,5,1,4,2,4,4,2,4,3,3,4,4,4,4,2,3,3,4,2,3,1,1,3,1,3,4,1,4,4,5,4,1,2
4265,6,24,1,1,CA,4,4,4,4,1,5,1,4,1,2,2,4,5,4,3,3,3,2,2,1,4,3,3,3,2,5,2,5,2,5,1,2,4,1,4,2,1,4,4,5,4,5,4,4,4,5,3,5,4,4
4266,3,16,1,1,AU,1,3,5,3,4,1,4,2,4,4,3,4,4,4,4,2,2,4,4,2,1,4,2,4,4,4,2,2,4,1,4,4,2,5,2,2,5,4,4,4,3,4,2,4,2,4,3,4,3,5
4267,3,30,1,1,US,4,4,4,1,5,2,5,1,4,5,4,4,2,5,4,4,1,5,2,4,1,4,3,4,4,2,1,1,4,2,2,2,4,4,4,2,1,1,1,2,4,3,3,3,3,4,2,4,4,4
4268,3,19,3,1,US,3,4,4,1,3,2,2,2,3,3,4,4,5,5,4,4,4,4,2,3,2,4,3,2,2,4,3,2,3,2,3,4,2,4,2,2,3,2,2,3,5,5,2,5,2,5,1,5,5,4
4269,11,20,2,1,US,3,4,1,1,1,4,5,5,2,1,5,4,3,5,4,3,5,5,2,5,1,5,5,1,5,4,4,1,5,1,5,5,5,5,3,3,5,4,2,5,3,5,1,5,1,4,1,5,3,5
4270,3,21,2,1,US,1,4,4,2,4,4,4,2,4,4,4,4,4,4,4,2,4,4,2,2,1,4,4,2,2,2,2,2,4,2,4,2,2,4,2,4,4,2,2,4,4,2,2,4,2,2,2,4,4,4
4271,11,23,2,1,PH,3,5,3,1,5,3,5,3,4,5,5,4,1,5,1,5,3,3,2,3,1,5,2,3,3,1,4,1,4,3,5,3,2,4,1,4,5,4,3,5,3,2,1,3,5,3,3,2,2,5
4272,11,20,1,1,CA,3,3,1,1,2,2,4,4,4,2,5,4,2,5,2,3,2,5,3,5,1,5,5,1,5,2,4,2,5,1,5,4,2,5,2,2,1,3,3,1,2,3,1,3,1,4,2,4,3,4
4273,13,19,1,1,IN,2,4,3,1,2,2,2,2,4,4,2,4,2,4,2,4,4,3,2,4,5,5,2,2,3,1,2,1,2,4,5,3,3,4,3,3,4,4,4,4,4,4,2,5,1,5,1,5,4,4
4274,3,46,2,1,SA,1,5,4,1,5,3,5,3,5,5,4,4,4,4,5,1,1,5,3,1,3,5,2,4,4,2,3,3,3,5,3,1,4,5,3,5,3,3,3,5,4,5,1,4,1,3,2,5,4,5
4275,11,18,1,1,PH,4,2,3,3,3,3,4,3,2,3,3,3,2,4,5,2,4,2,3,2,2,5,3,3,4,4,4,3,4,3,3,4,2,4,2,4,4,4,4,3,4,4,3,5,3,4,2,4,4,3
4276,4,21,2,3,IN,1,3,4,1,4,3,4,3,2,4,3,3,4,3,4,3,4,3,4,2,1,4,4,4,5,2,3,4,3,3,4,2,4,4,3,3,4,3,3,4,3,3,1,4,2,4,2,3,3,4
4277,5,37,1,1,IR,5,5,5,2,4,2,5,2,4,5,5,5,3,4,4,3,5,4,1,4,5,1,1,5,2,4,1,4,4,5,3,2,4,3,4,4,2,1,1,1,4,5,1,5,1,5,1,4,5,5
4278,5,32,2,1,LB,1,5,4,1,5,1,5,3,5,5,3,5,1,3,4,5,2,5,2,3,1,3,2,4,3,5,2,5,5,1,3,4,4,3,2,4,3,3,2,3,4,4,4,4,4,3,4,5,4,5
4279,3,14,2,1,NL,2,4,4,1,5,1,4,1,5,5,3,3,3,4,2,3,2,3,3,3,4,4,3,4,4,2,2,2,4,2,3,2,3,4,3,3,4,3,2,2,4,3,2,4,1,3,2,4,3,3
4280,3,46,1,1,NZ,2,4,3,2,3,2,4,2,3,4,3,5,1,4,1,3,2,4,2,3,2,3,5,3,3,3,4,3,3,3,2,2,3,3,1,1,2,1,1,3,4,3,1,5,1,3,1,4,3,5
4281,11,18,1,1,PH,2,4,4,2,4,2,4,2,4,2,4,4,4,5,4,5,5,5,1,4,3,4,3,4,3,3,4,2,4,2,3,3,3,4,4,3,4,3,3,4,4,5,3,4,2,5,1,4,3,4
4282,3,28,1,1,HU,1,3,3,2,5,1,5,2,4,5,3,4,4,5,3,1,3,3,5,2,2,5,5,1,5,1,5,1,5,1,2,4,5,5,2,5,2,4,4,2,4,4,1,5,1,5,1,5,4,5
4283,5,23,1,1,LB,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2
4284,13,18,2,1,US,2,5,5,1,5,3,5,2,5,5,3,4,4,5,2,2,3,4,2,4,3,3,2,5,4,5,1,5,3,4,4,2,2,3,4,3,5,3,3,2,3,4,3,2,3,4,2,2,3,1
4285,11,16,1,1,PH,4,5,5,1,5,1,5,1,5,5,5,5,1,5,1,5,5,5,1,5,1,5,5,2,5,5,3,1,5,5,3,3,2,5,2,2,5,3,1,3,1,4,3,5,1,4,1,4,3,1
4286,13,29,2,1,VN,2,4,3,1,4,2,2,2,4,4,4,4,3,4,2,2,2,5,2,4,2,2,3,4,4,4,3,2,2,4,5,2,4,2,4,2,1,2,4,1,4,4,2,4,2,4,2,4,2,4
4287,13,30,2,1,AE,4,3,2,3,4,4,4,4,4,3,3,3,4,5,3,3,4,4,3,2,3,4,3,2,3,3,4,2,4,2,4,4,3,4,4,4,3,4,5,3,3,3,3,4,3,3,4,4,4,3
4288,3,32,2,1,NO,3,4,4,2,3,2,2,2,4,4,4,3,1,4,2,3,1,5,2,4,3,2,2,4,2,4,2,4,3,3,2,1,3,3,4,4,2,1,1,3,4,4,2,3,1,4,2,5,4,3
4289,1,20,1,1,NZ,1,2,5,1,5,1,5,1,2,5,2,4,4,2,4,2,4,4,4,2,1,5,5,1,5,1,5,1,5,1,5,5,1,5,1,5,5,4,5,5,2,4,4,2,1,2,4,2,1,5
4290,13,37,1,1,US,4,5,4,1,4,5,5,5,4,5,4,4,1,3,2,5,3,5,1,4,5,5,1,3,3,4,2,2,4,4,5,4,1,5,1,5,5,5,5,5,4,5,4,5,1,5,1,3,1,5
4291,3,18,1,1,GB,1,4,5,1,5,1,4,1,5,5,4,4,2,4,2,3,4,3,1,4,3,2,3,5,2,5,2,5,3,4,1,1,5,1,5,1,1,1,1,1,3,5,2,5,1,4,1,4,3,4
4292,11,15,2,1,PH,2,4,5,4,5,1,4,2,3,4,2,3,3,4,4,2,4,4,3,1,2,5,2,3,3,3,4,3,2,5,3,4,5,4,2,1,5,5,4,4,3,4,4,4,1,4,2,2,3,4
4293,3,25,1,1,GB,4,3,3,4,1,5,3,4,2,1,4,5,1,4,3,3,1,5,1,4,1,5,4,2,4,1,3,1,4,1,2,2,4,5,2,5,2,2,3,5,5,4,1,5,1,5,1,5,5,5
4294,4,26,1,1,IN,5,5,5,1,5,1,5,1,1,5,1,4,5,1,1,3,5,5,5,1,5,5,1,4,4,5,5,5,1,1,1,4,4,4,5,5,3,5,4,5,4,5,1,5,1,5,1,4,4,5
4295,5,23,1,1,LB,1,5,5,2,5,1,3,1,4,5,5,5,5,5,1,2,1,5,3,5,3,3,3,5,1,5,2,3,3,3,2,3,5,5,3,2,2,3,3,3,3,5,3,3,1,4,2,4,2,2
4296,3,31,1,1,US,2,2,3,3,4,2,4,3,4,4,5,4,1,4,2,3,2,4,1,5,1,4,4,2,3,2,4,2,3,4,2,4,2,5,2,3,3,4,3,3,2,4,1,5,1,3,1,4,4,4
4297,11,21,2,1,US,2,3,3,4,5,2,5,3,2,4,3,4,4,4,3,2,3,4,3,3,1,5,4,3,4,4,4,2,3,4,3,4,3,4,1,3,4,3,2,4,3,3,1,4,1,4,2,4,3,5
4298,3,16,2,1,GB,5,4,3,2,3,2,3,2,4,3,2,5,2,3,2,1,2,3,4,1,1,4,1,4,2,4,2,3,2,3,3,4,3,4,2,3,4,2,2,3,4,4,3,4,3,5,1,3,1,3
4299,4,23,2,1,IN,4,3,4,2,1,4,3,5,4,1,2,5,5,4,1,2,1,5,1,4,3,5,3,5,4,4,2,2,1,2,3,3,4,2,3,1,1,3,2,3,3,4,1,4,1,5,1,5,4,5
4300,3,32,1,0,BE,2,4,1,5,2,5,4,5,3,4,5,4,1,5,1,3,1,4,1,3,3,3,5,1,3,1,3,1,4,4,4,2,3,3,2,4,1,1,1,5,5,3,1,5,2,3,1,5,4,3
4301,3,17,2,1,SE,2,5,4,4,5,1,4,2,4,4,4,5,4,5,4,4,4,4,3,5,4,5,1,3,3,5,1,4,4,3,5,4,1,5,1,5,4,5,4,5,4,4,2,5,1,3,1,4,4,5
4302,13,20,2,1,LB,2,4,4,1,5,1,5,1,4,5,5,5,4,4,1,5,1,5,2,4,3,3,3,4,1,4,2,2,4,5,4,1,3,3,4,4,3,2,2,4,5,4,1,3,1,4,1,5,5,5
4303,3,23,2,1,BA,4,3,3,1,5,1,5,2,4,4,2,2,2,4,3,2,5,4,2,3,2,4,5,2,4,4,2,2,4,1,2,3,1,4,3,4,4,4,3,4,1,3,2,3,2,3,3,4,2,3
4304,3,42,2,1,AE,1,5,4,1,5,3,4,4,2,4,4,4,2,5,1,1,2,5,5,3,3,5,5,4,4,3,4,3,5,1,2,4,3,5,1,1,3,3,3,4,5,3,4,4,4,4,2,5,5,4
4305,11,24,2,1,US,2,2,2,2,4,4,4,4,2,4,4,4,5,5,2,2,4,4,2,2,2,4,4,2,4,2,4,2,4,2,4,4,2,4,2,4,4,4,4,4,4,5,1,5,1,4,2,4,4,5
4306,3,31,1,1,US,2,4,5,2,4,2,5,2,3,3,3,4,4,4,3,1,3,3,2,2,4,1,1,5,2,5,1,4,2,5,4,2,3,4,2,3,3,2,3,3,4,5,2,4,1,4,2,4,3,3
4307,4,21,2,1,IN,4,5,4,1,5,1,5,5,5,5,3,4,3,4,4,3,1,5,1,3,4,5,1,4,5,4,4,1,2,5,2,2,3,4,2,4,1,4,4,3,1,4,2,4,1,5,1,4,1,4
4308,12,22,1,1,US,3,4,3,2,4,2,4,2,4,4,3,4,2,4,3,2,4,5,2,4,2,3,4,2,2,4,3,2,2,4,2,4,4,5,2,4,2,4,2,4,4,5,1,5,2,5,1,4,4,5
4309,3,28,2,1,CZ,1,5,5,1,3,1,4,1,5,4,1,4,4,4,4,3,3,4,3,1,4,5,1,4,2,4,2,4,4,3,2,3,3,1,2,3,4,3,3,3,4,4,2,4,1,3,1,4,2,4
4310,3,26,2,1,RO,1,4,5,2,5,2,5,1,4,5,5,4,3,4,2,2,1,5,3,2,2,2,1,5,5,5,2,5,4,2,5,5,1,5,2,5,5,5,5,4,5,5,2,5,2,4,1,5,4,5
4311,3,18,1,1,CA,3,3,2,3,3,1,1,3,4,2,4,3,1,4,1,2,1,5,1,4,1,5,4,2,5,2,2,1,5,3,2,3,3,4,2,2,2,3,1,1,2,4,4,4,4,4,1,3,2,4
4312,3,46,1,2,GB,2,4,3,1,4,2,2,3,3,3,3,4,2,4,2,2,4,4,2,2,3,4,4,3,3,2,3,1,4,3,2,1,4,2,5,4,2,2,1,2,4,4,1,5,1,4,2,4,3,3
4313,13,41,2,2,US,1,5,3,1,4,2,5,2,5,5,4,3,3,5,1,3,3,3,2,4,1,2,3,4,3,4,2,2,4,2,4,1,3,4,2,1,2,2,1,2,4,5,2,4,2,3,1,3,1,3
4314,3,51,1,1,US,2,4,3,2,4,2,5,1,4,4,3,4,1,4,2,4,1,2,1,4,4,3,2,4,2,5,2,4,2,4,2,1,5,2,5,1,1,1,1,1,4,5,1,5,1,5,1,5,4,5
4315,3,18,2,1,FR,3,5,4,2,4,1,4,1,4,5,4,4,2,5,4,4,1,5,1,3,4,5,2,4,2,4,4,4,1,2,4,4,3,4,4,3,3,3,1,2,3,4,1,4,1,2,2,5,2,4
4316,1,23,1,2,IN,5,5,3,1,5,1,5,2,4,5,3,3,1,3,1,3,1,5,4,3,2,5,5,3,4,3,5,4,3,2,2,3,1,1,3,2,2,1,3,2,3,3,3,3,2,3,4,2,2,5
4317,3,44,2,1,IE,4,4,5,2,4,3,2,2,4,3,3,5,2,5,1,4,5,5,1,5,3,4,1,4,4,4,1,1,4,3,3,2,4,5,3,4,3,4,2,4,4,5,2,5,3,5,1,4,2,4
4318,11,27,2,1,PH,3,4,5,2,3,3,3,2,4,3,4,4,1,3,2,4,1,4,4,4,2,4,2,5,3,4,2,3,3,4,4,4,2,4,2,4,5,4,4,4,2,3,2,2,3,3,3,4,4,5
4319,3,15,2,1,AU,5,5,5,3,1,1,5,5,3,3,3,3,1,3,4,1,5,3,3,1,1,5,1,1,5,1,5,1,5,1,5,5,5,4,5,5,1,1,1,5,5,5,5,5,5,5,1,3,5,4
4320,3,55,2,1,US,1,4,4,1,4,2,5,2,3,4,4,3,1,4,2,3,2,5,2,4,4,2,1,5,1,5,1,5,2,5,3,2,4,3,3,3,3,3,1,2,4,3,3,3,3,3,2,4,4,4
4321,3,19,1,1,GB,3,5,4,4,3,3,2,2,5,4,3,3,5,4,3,2,3,3,3,2,4,3,2,4,2,4,2,4,3,4,1,1,5,2,5,2,1,1,1,1,5,4,1,5,1,5,1,5,4,3
4322,3,16,2,1,GB,5,3,1,3,1,4,1,5,2,1,1,3,5,4,4,1,5,5,4,2,1,5,4,2,4,3,4,1,5,1,5,5,1,5,1,3,4,4,5,5,4,5,1,5,1,4,1,4,4,4
4323,3,53,2,1,US,1,3,5,1,5,1,5,1,4,5,2,4,4,5,3,4,3,4,3,4,2,4,3,3,3,4,2,3,3,4,5,4,3,5,1,4,4,4,4,4,5,4,1,5,1,4,1,4,4,4
4324,3,23,1,1,US,1,4,5,3,3,1,2,1,5,2,3,3,3,3,3,3,4,3,3,1,4,3,1,4,3,3,1,3,4,3,1,2,5,1,3,1,1,3,2,1,5,5,2,5,1,4,1,5,4,5
4325,12,22,2,3,NG,1,5,5,2,5,1,5,2,4,5,4,4,1,4,1,4,1,4,2,4,5,5,1,5,2,5,2,3,2,4,5,4,2,5,2,5,5,4,4,5,5,4,2,5,2,5,1,5,4,4
4326,3,28,2,1,IL,4,4,5,1,4,2,3,1,3,1,4,3,2,5,1,2,1,4,1,4,1,2,2,5,1,5,1,4,2,4,1,1,4,3,1,1,1,1,1,1,5,4,1,4,2,4,1,4,3,2
4327,4,16,2,1,IN,5,5,5,1,5,1,5,1,5,5,5,5,1,5,1,1,1,1,3,5,5,1,1,5,5,5,1,1,5,5,1,1,5,1,5,1,1,1,1,1,5,5,5,5,5,5,1,5,1,5
4328,3,21,1,1,HR,2,4,4,1,4,2,5,3,4,4,3,3,3,3,3,1,4,3,3,3,2,4,4,3,4,2,4,2,5,2,3,4,3,4,3,3,4,2,2,4,3,3,2,4,3,3,3,4,2,4
4329,3,40,2,2,CA,5,5,1,2,1,1,5,1,5,5,5,5,1,5,1,5,1,5,1,5,3,1,1,5,2,5,1,4,5,1,1,1,5,4,5,1,1,1,1,1,5,4,2,4,1,5,1,4,3,5
4330,3,26,1,1,US,3,4,5,2,2,2,3,2,4,3,5,4,3,5,2,5,2,4,2,4,3,2,2,5,2,4,2,4,3,2,2,2,4,3,2,3,2,2,2,2,3,5,3,4,3,5,2,5,2,3
4331,11,21,2,1,PH,1,2,4,4,5,1,5,1,5,5,2,5,2,5,4,2,4,4,2,2,1,5,5,3,5,1,2,1,5,1,1,1,4,5,2,5,2,4,4,4,2,4,1,4,1,4,2,5,1,4
4332,3,45,2,1,US,2,5,4,2,3,2,2,3,5,4,5,3,3,3,1,5,3,4,1,4,2,5,4,3,4,1,3,2,5,1,4,1,4,4,5,1,2,2,2,3,4,5,1,5,1,5,1,4,3,5
4333,5,14,2,1,US,3,5,4,2,4,2,3,2,5,4,3,3,3,3,3,2,3,3,3,3,3,2,2,4,3,4,2,3,4,2,2,1,4,2,2,4,1,1,1,2,3,3,3,4,2,3,3,3,3,3
4334,4,17,2,1,IN,1,5,4,3,5,1,5,4,4,5,3,5,1,5,2,3,2,2,1,1,3,5,4,3,1,4,4,1,2,5,4,3,4,4,3,4,4,5,4,5,5,4,1,5,1,5,1,5,4,5
4335,3,16,2,1,AU,1,1,1,5,1,5,1,5,1,1,5,5,1,5,1,5,1,5,5,5,5,1,1,3,1,5,1,5,1,5,5,3,1,5,1,5,1,5,5,5,5,5,3,5,1,5,1,5,5,5
4336,3,25,1,2,US,2,3,4,1,4,1,5,1,4,3,3,3,5,4,3,3,5,4,2,2,3,5,3,2,4,2,2,5,5,1,4,4,3,5,1,2,4,4,4,4,4,4,3,5,3,3,2,3,4,4
4337,11,19,2,1,MY,2,3,2,2,4,3,4,3,4,4,3,4,1,4,2,2,2,3,2,2,2,5,4,2,4,2,3,1,4,2,2,2,3,4,3,3,3,2,2,4,4,3,2,4,2,3,2,4,2,4
4338,13,15,1,1,US,2,2,5,3,3,3,4,2,1,3,3,4,2,4,2,1,3,4,3,2,4,5,4,2,4,1,2,1,4,4,2,2,4,4,2,1,1,2,1,1,4,4,2,4,2,3,3,4,3,4
4339,13,27,2,1,LK,3,5,5,5,5,2,5,1,5,5,1,4,1,5,3,5,4,5,3,1,5,2,3,5,5,3,3,5,5,5,5,5,4,5,5,5,3,5,2,1,4,5,1,5,3,5,1,4,2,5
4340,3,49,1,1,GB,1,5,5,1,4,1,3,1,4,4,4,4,2,4,1,3,2,4,1,3,3,2,3,5,4,4,2,4,3,5,2,2,4,3,4,2,4,2,3,2,5,5,3,4,2,4,2,4,3,4
4341,3,25,2,1,GB,1,4,4,1,5,1,4,1,4,5,4,4,3,4,1,2,1,3,1,3,3,4,3,4,2,4,3,4,3,3,3,2,4,3,4,2,2,1,1,2,4,4,1,4,1,4,1,5,3,5
4342,11,19,2,1,PH,4,3,4,1,4,4,4,3,4,4,2,3,2,4,4,3,4,2,3,2,2,3,2,4,3,4,2,3,4,2,4,3,3,3,3,3,2,3,3,2,3,3,2,4,2,3,3,3,3,3
4343,13,22,2,1,US,1,5,4,1,5,1,5,1,5,5,5,3,1,5,1,3,2,5,2,5,1,2,4,4,2,4,2,1,5,3,2,1,5,4,3,1,1,2,1,1,2,5,1,4,1,5,1,4,3,4
4344,3,60,2,2,US,1,2,3,3,5,3,5,2,2,5,1,2,5,1,5,1,5,3,4,1,1,4,5,1,5,1,5,1,5,1,5,5,1,5,1,5,5,4,4,4,1,4,5,3,3,3,2,2,2,2
4345,1,15,1,2,US,4,3,2,5,2,4,2,5,1,3,3,4,4,4,3,2,3,3,4,3,1,4,4,3,4,3,3,2,5,4,4,3,2,4,3,1,4,2,4,5,5,5,3,4,3,4,1,4,4,4
4346,1,24,1,1,IN,4,4,5,2,4,3,5,2,4,4,3,3,4,4,4,3,5,2,3,2,4,2,3,5,4,4,2,4,2,5,2,3,5,4,3,2,1,4,4,4,3,4,3,5,4,4,1,5,3,3
4347,3,23,1,1,HU,2,3,5,2,4,2,2,1,3,4,4,3,2,4,3,1,1,4,3,2,2,4,2,4,4,4,2,3,4,4,1,4,3,4,2,1,2,3,4,1,4,3,3,5,3,4,1,4,4,5
4348,3,28,1,1,US,1,3,3,1,4,1,3,3,3,4,5,5,1,4,1,3,1,5,1,5,3,4,2,4,3,2,1,2,4,3,2,1,4,1,3,1,1,3,1,2,5,5,1,5,1,5,1,5,5,4
4349,6,23,1,1,US,2,4,4,2,3,2,3,2,4,3,4,3,2,3,2,4,2,4,2,3,2,4,4,4,4,3,2,3,4,2,2,1,4,2,4,2,2,2,1,2,3,4,2,3,3,4,2,4,2,3
4350,3,31,1,1,US,1,5,3,2,1,2,5,4,4,1,5,3,1,5,1,3,2,5,2,5,1,5,3,4,3,4,3,5,5,1,3,3,4,2,1,2,1,1,1,2,3,4,3,2,5,3,5,3,3,5
4351,3,52,2,1,US,1,4,4,1,4,1,5,1,4,4,5,4,3,5,1,4,1,4,1,3,1,4,4,4,2,4,2,4,3,2,3,2,4,3,4,2,3,2,2,3,4,4,2,5,3,4,1,4,2,4
4352,3,20,1,1,US,2,3,4,3,3,4,2,2,3,4,4,4,4,4,3,2,3,3,4,5,1,5,4,2,4,2,4,2,4,3,3,3,4,4,2,1,2,3,2,4,5,4,1,4,1,5,2,5,4,5
